id,latitude,longitude,depth,vs30,condition
47157022410,35.00753103,-90.09266706,0,250,soil'
47157980100,35.05341405,-89.9712289,0,250,soil'
47157021900,35.00911192,-89.96189501,0,250,soil'
47157022023,35.05372957,-90.01830087,0,250,soil'
47157022122,35.0137141,-89.99872102,0,250,soil'
47157021334,35.0605175,-89.82379998,0,250,soil'
47157021320,35.09218354,-89.85102975,0,250,soil'
47157020511,35.20540393,-89.96020797,0,250,soil'
47157000600,35.1813429,-89.99316654,0,250,soil'
47157002500,35.15066248,-90.01599078,0,250,soil'
47157007000,35.11169509,-89.95615536,0,250,soil'
47157008600,35.14001684,-89.91323143,0,250,soil'
47157010220,35.20221872,-89.98204003,0,250,soil'
47157020541,35.21430156,-89.90988817,0,250,soil'
47157020832,35.23373762,-89.77008168,0,250,soil'
47157021510,35.0213642,-89.77775595,0,250,soil'
47157021753,35.00000089,-89.83961311,0,250,soil'
47157020221,35.29376119,-89.95614451,0,250,soil'
47157021741,35.02766363,-89.8616037,0,250,soil'
47157002800,35.14416349,-89.95780634,0,250,soil'
47157021430,35.08778046,-89.82211545,0,250,soil'
47157021747,35.0263586,-89.84111263,0,250,soil'
47157022112,35.02824585,-90.00095024,0,250,soil'
47157022600,35.01905058,-89.89924823,0,250,soil'
47157021139,35.11600724,-89.75995947,0,250,soil'
47157020820,35.24356722,-89.6993211,0,250,soil'
47157021122,35.16069426,-89.84773045,0,250,soil'
47157007200,35.12211453,-89.95348469,0,250,soil'
47157008120,35.08695753,-89.96176259,0,250,soil'
47157010210,35.22570021,-89.97791697,0,250,soil'
47157011020,35.04039461,-89.94535685,0,250,soil'
47157004300,35.12986889,-90.06462531,0,250,soil'
47157020634,35.21727426,-89.84194938,0,250,soil'
47157021020,35.1265333,-89.68713107,0,250,soil'
47157000100,35.17315069,-90.05155882,0,250,soil'
